,id,date,time,username,name,tweet,Valor,replies_count,retweets_count,likes_count
1552,1.38E+18,4/20/2021,17:48:15,cointacoromoto,ROSAMYSTICA,@lrjuridico1 @kannabius @escovargabriela A Venezuela no vendrán. Y los países vecinos no son muy prosperos que se diga.  Así si van a entender la migración venezolana.,-0.25,0,0,0
1553,1.38E+18,4/20/2021,17:24:12,nario33744432,Nariño,"@WRadioColombia Señor Julio,mis respetos,hoy estuve preso en Venezuela por no tener cedula venezolana,me suele pasar esto cada vez q la policia me pide documentos,migración venezolana me quito el pasaporte y la cedula colombiana,estoy inscrito en la uni",-0.75,0,0,0
1554,1.38E+18,4/20/2021,16:53:55,raulromero2000,Raul Romero,"@luisddat @Vincent43417344 @e_d_x_ @larepublica_pe Yo no quiero ser Venezuela, tienen un problema de migración y pobreza . Que ha sido catalagodo como catástrofe. Tiene razón no hay pero ciego quien no quiere ver.",-0.5,1,0,0
1555,1.38E+18,4/20/2021,16:52:28,ejdecena,ᴇᴅɢᴀʀᴅ ᴅᴇᴄᴇɴᴀ ❁,"El peor gobierno de la historia de Venezuela ha provocado la mayor crisis económica de la historia de Venezuela, junto con la mayor migración de venezolanos y el peor deterioro institucional de la historia del país.",-1,13,79,99
1556,1.38E+18,4/20/2021,16:40:16,nnoemipc,N Noemi Paucar,"@Jali_Cotrina Con solo mira alrededor de los países para darse cuenta de la migración de venezolanos, es por que Venezuela está con una inflación descomunal, vean las noticias, el burro no quiere comprar vacunas para tenernos sometidos y quizás hasta",-0.75,0,0,0
1557,1.38E+18,4/20/2021,16:37:56,eduardo50578520,eduardo rodriguez,"@JoelGon93362862 @elcomerciocom @rgrvelez eso dile al patojo q nunca puso politicas fuertes para frenar la migracion ilegal, porq no reforzaron la frontera como hizo peru? claro se quejan de los venecos pero bien q los usaron en su sucia campaña jaja ""la",-0.5,0,0,2
1558,1.38E+18,4/20/2021,16:24:04,clavierguzman52,JLCLAVIERGUZMAN,@Jali_Cotrina El caso de Venezuela si algún País lo ha palpado con la migración es El Perú !! Solo una pregunta sencilla: Por qué decidiste salir de Venezuela?,-0.25,0,2,1
1559,1.38E+18,4/20/2021,16:07:13,josetorohardy,Jose Toro Hardy,"El peor gobierno de la historia de Venezuela ha provocado la mayor crisis económica de la historia de Venezuela, junto con la mayor migración de venezolanos y el peor deterioro institucional de la historia del país",-1,118,1526,2957
1560,1.38E+18,4/20/2021,15:54:08,leono39,Alf,"@PKSConsultores Maduro pues. Para mi es claro y evidente, el llanero nos ha invadido sin disparar una sola bala, 2' millones    +/-,  de venecos aquí metidos con el cuento de migración humanitaria. Seremos un satélite de Venezuela y Cuba. La pregunta e",0,0,0,1
1561,1.38E+18,4/20/2021,14:42:29,jefferson_diaz,Jefferson Diaz :.,"HILO 🧵con algunos números sobre la migración venezolana en Ecuador, que heredará el presidente electo @LassoGuillermo a partir del 24 de mayo.   #migración #Refugiados #migraciónvenezolana #migrantesvenezolanos #venezolanosenecuador",0,1,1,1
1562,1.38E+18,4/20/2021,14:06:18,teodostres,teo,"@NituPerez La migracion descontrolada es espada de destruccion de una nacion. Y el migrante nunca va a dar va a buscar y debe agradecer. no quiere decir eso que deba ser maltratado, pero debe aprender a respetar ell pais acogedor. En Vene Muchos migrantes",-0.25,0,1,2
1563,1.38E+18,4/20/2021,13:14:24,equilibrium_cd,Equilibrium - Centro para el Desarrollo Económico,"#WebtalkCenDE  Migración calificada en contextos de desplazamiento. Avances y retos para el ejercicio de la profesión de la población venezolana en el 🇵🇪.  👥Contaremos con la participación de @FelineFreier, @martaluzes, @Gbrauckmeyer y @martacastrou.  🗓️Jue 22/04 🕕6:00 p.m",0,0,2,3
1564,1.38E+18,4/20/2021,12:55:05,alberto64203345,Alberto García,"@yllari_maryell @TitoWanka Esa no es una falla del sistema, es una pendejada de ese empresario hdp que busca hacer riqueza a costa del trabajador. Cambiar al socialismo no solucionará tu problema. Si el socialismo fuese la solución, no tendríamos migra",-0.75,3,0,4
1565,1.38E+18,4/20/2021,12:34:22,hablandocla,Hablando Claro!!!,"@Dona_Pily2 @IvanDuque @MinHacienda Reducir el gasto publico, salarios congresistas, mikes de secretarias y dependencias obsoletas y revisar de fondo la responsabilidad que asumimos todos los colombianos frente a la migracion venezolana, eso nos ha costad",0,0,1,1
1566,1.38E+18,4/20/2021,12:01:06,venezuelahoy_,VenezuelaHoy,El Carabobeño: Iván Duque prevé llevar el tema de la migración venezolana a la Cumbre Iberoamericana,0.25,0,0,0
1567,1.38E+18,4/20/2021,11:33:59,surprimavera,Primavera Del Sur,"@DeisyCastaeda2 @JosFari51554066 Más migración hay en Colombia ...6 millones en Venezuela, 4 millones en España, 2 millones en EEUU, y otros cuentos de miles en otros países... Panamá, Chile etc. Por cierto la mayoría de los venezolanos que emigran ",-0.5,0,4,4
1568,1.38E+18,4/20/2021,11:08:02,joespqr,Jorge Aray,"He leído con mucha preocupación varios casos de ""profesores"" que violan la ética docente al opinar, consultar o juzgar a sus estudiantes... Definitivamente la migración ha dañado más de lo que nos imaginamos a Venezuela",-0.5,1,0,5
1569,1.38E+18,4/20/2021,10:59:58,fmdc17,FDCT,"@mpj1952 Porque la única solución a la situación en Venezuela es v¡olenta, pocos están dispuestos a participar y ningún país se va a solidarizar ni va a participar, la migración venezolana es un negocio para esos países, prefieren arreglar su est",-0.25,0,0,0
1570,1.38E+18,4/20/2021,10:44:31,maurozerpa7,Mauro Zerpa,@TarekSaidVzla Dígame Es Mentira Los Representantes de La Oposición Han  Recibido aportes Económicos de Otras Naciones para Ayudar a La Migración Venezolana cuando dónde como se a Visto esa ayuda sobre todo en estos tiempos de Pandemia,-0.25,0,0,1
1571,1.38E+18,4/20/2021,10:40:07,jmming,Cristian Grande,@RomeroDodany @prensagrafica Tu respuesta seria valida si la migracion masiva hubiera comenzado desde que llego Nayib... Como en el caso de Venezuela... Donde antes que maduro tomara el poder la gente migraba a Venezuela y luego del 2014 la gente no queri,-0.25,1,0,0
1572,1.38E+18,4/20/2021,10:31:12,lauracamila_cc,Laura Cristancho,@TheStagHunt Hola @TheStagHunt Soy periodista del Proyecto Migración Venezuela y quiero hacerte un par de preguntas sobre este tema ¿cómo puedo contactarte?,0,0,0,0
1573,1.38E+18,4/20/2021,9:56:15,docentesactivos,Educación Primero,"Ellos podrán decir las mentiras que quieran, podrán tener el control mediático en Venezuela y medios internacionales pagados con dinero de sangre; pero la migración habla por sí sola: Gente huyendo del genocidio. Elecciones generales, libres, justas y con verificación Inter. ¡Ya!",-0.5,0,2,3
1574,1.38E+18,4/20/2021,9:17:24,jortantra,Jorge Luis,@elcomercio_peru @ensustrece la derecha tiene a su favor el trauma del terrorismo y el mal ejemplo de Venezuela patente en la migración. Y la izquierda tiene la ventaja de un extremo abandono del Estado y de que la pandemia en Perú es la más mortal que,0,0,0,0
1575,1.38E+18,4/20/2021,8:44:23,evanava11926222,Eva Navarro,"Hoy salió en publicación oficial la nueva ley de Migración en Chile. Ahora a la espera del reglamento. Esperemos que esto de orden, justicia, equidad, igualdad y humanidad. #Migracion #Venezuela #Chile",0,0,1,0
1576,1.38E+18,4/20/2021,8:39:59,yannbasset,Yann Basset,"hipótesis: es una reacción de reafirmación identitaria en relación a la migración venezolana, pero al mismo tiempo son los venezolanos que más lo usan como señal de integración.",0,6,1,18
1577,1.38E+18,4/20/2021,8:39:48,kaosjimenez,señorX,"@AurimarCadena @ReportSeguridad @ELTIEMPO La lógica es pracmatica,   digamos el ahumento tan impresionante de desempleo e inseguridad a 2 meses de el inicio de la migración venezolana    Lógicamente hasta el mas burro se da de cuenta quienes son los qu",-0.25,0,0,0
1578,1.38E+18,4/20/2021,8:34:02,consue047,MARIA CONSUELO SAENZ,@MigracionCol Me gustaría saber cómo colombiana y con mis derechos de ciudadana qué hacen con los venezolanos que encuentran robando o que han asesinado hay un ladron reincidente 27 veces porque no está en territorio venezolano? por qué migración no,-0.5,0,0,0
1579,1.38E+18,4/20/2021,8:13:48,levgiro1,Dextrógiro,"@Mippcivzla Quien diría que 200 años después, Venezuela estaría masacrada por una narco dictadura , condenada al hambre y a la migración forzosa.",-0.75,0,0,0
1580,1.38E+18,4/20/2021,5:40:56,aocdmx,Armando,"@FreddyBernal Que verguenza con el padre de la patria a ver como han dañanado al pais, ver la mayor migracion de Venezolano en toda la historia.... no sigan nombrando su nombre es blasfemia",-0.5,0,0,0
1581,1.38E+18,4/20/2021,5:19:45,edithdg2002,edith lacruz,"@VillegasPoljak Ernesto, la transculturización que el pueblo venezolano ha sufrido en los pueblos cercanos a la frontera con Colombia es grave y en otras ciudades producto de la migración de 6 millones de Colombianos, lo del Vallenato esta fuerte, ya en",-0.25,0,0,0
1582,1.38E+18,4/20/2021,5:01:49,nestore00666118,Nestor Enrique,"@gildatrkovic @rlopezaliaga1 Excelente, no se trata de resentimientos personales sino del futuro de nuestro pais por muchas décadas, así es el comunismo, se hacen del poder casi perpetuamente como lo es en Cuba y Venezuela llevándoles a una pobreza que",-0.25,0,5,8
1583,1.38E+18,4/20/2021,1:04:32,gina_pau,Gina 💙,"@GuilloGil_ Sí, ninguno ha logrado eso y el que está ahora menos!!! Piensa esto, hacia dónde es la migración? A Venezuela? A Cuba? No, es al país capitalista que aún en condiciones de migrante, le da más de lo que puede obtener en su país.",-0.75,1,0,0
1584,1.38E+18,4/19/2021,23:30:36,fhertv1,Fernando Torres Vergara,"@LaTele_Letal Candidato Romero, Que opinión le merece  * 4*1000 * Ley Habeas Data * Informalidad Ascendente  * Migración Venezolana * Incremento cultivos de coca * Ascendente delincuencia y hurto  * Ley Anticorrupción",0,0,0,0
1585,1.38E+18,4/19/2021,23:24:01,sagittaire3,SAGITTAIRE,@EnterateCali el gobierno nacional apoya la migración venezolana por altruismo porque quiere ayudar a los venezolanos? aterricemos lo hacen por puro interés por las ayudas internacionales y porque éstos les sirve de justificacion,-0.75,1,0,2
1586,1.38E+18,4/19/2021,23:07:19,aurimarcadena,Aurimar Cadena,"@kaosjimenez @ReportSeguridad @ELTIEMPO Puras pendejadas es lo que dice este tipo, en pocas palabras el crimen se inventó en Venezuela según tu argumento jajaja digamos que en este momento por la migración masiva de venezolanos somos los que tenemos el",0,4,0,0
1587,1.38E+18,4/19/2021,22:21:46,adit_cta_ofic,Adit,"@WendyDaniela_8 @InacVzla Hola buenas noches. No. No es obligatorio realizarse la prueba pcr para salir de Venezuela. Lo que debes verificar es si el país, en el que harás escala (porque no hay vuelos directos) te la solicita. Generalmente, si vas en tr",0,1,0,0
1588,1.38E+18,4/19/2021,22:19:15,ariamoramos,Omaira R,"@JackyMc10 Receta chavista! Qué triste que Perú repita la historia de Venezuela, justamente ustedes que están viviendo el impacto de la migración de miles de compatriotas que huyen buscando, en su mayoría, una mejor calidad de vida! Ojalá sigan el e",0.5,0,1,1
1589,1.38E+18,4/19/2021,22:07:25,gdecorso60,GDC,"@Luacc21 Así es, suma  la  cantidad q  nació en Colombia pero la partida de nacimiento se la otorgaron en Venezuela se presentaban con testigos y una partera y listo es un total desorden la migración colombiana es= a problema : social , identidad , eco",0,2,0,0
1590,1.38E+18,4/19/2021,21:19:18,deisycastaeda2,Deisy Castañeda,@JosFari51554066 No soy venezolana y pregunto por verdadero interés en su rta. ¿Qué es bueno hoy del modelo de gobierno de Maduro y la forma que administra el país? ¿ Por qué hay tanta migración de sus connacionales?,0,25,0,1
1591,1.38E+18,4/19/2021,21:02:08,julianlopez__,Jules,"ufff la migración si se aprueba esa reforma, va a ser muy hp, polombia ahora venezuela, pero en realidad esto es -Latinoamérica-",-0.25,0,0,0
1592,1.38E+18,4/19/2021,20:58:21,jruizabogadove,Jhoan Ruiz - Abogado,"Hace unos días, se conoció que detuvieron en Colombia, al beisbolista venezolano, Elvis Araujo, por viajar con pasaporte falso. Según  Migración Colombia, Araujo pretendia viajar a México, la detención se llevó a cabo en el Aeropuerto Internacional «El Dorado», en Bogotá.",0,0,0,0
1593,1.38E+18,4/19/2021,20:41:50,kaosjimenez,señorX,@AurimarCadena @ReportSeguridad @ELTIEMPO Lo de siempre dicen q vienen a trabajar y estudiar etc pero tienen q reconocer que están dejando sin empleo a un Colombiano en un país donde el desempleo estaba en 13% ahora 23% gracias a la migración ahora la ,-0.5,1,0,0
1594,1.38E+18,4/19/2021,20:39:13,so_disorder,Maureen con doble E,"Digamos que medio colabore en una investigación sobre migración en Chile, desde la mirada o perspectivas de Organizaciones migrantes o asociaciones pro-migrantes y de verdad, en serio, entendamos por favor, que la migración en Latinoamérica no se resume a la venezolana.",0,0,1,0
1595,1.38E+18,4/19/2021,19:40:11,saime_lara,Larasaime,"@MMHT0110 Debes hacer un depósito de 0.5 petros, en banco de Venezuela a las cuentas de saime, luego vas a la oficina de migración en el aeropuerto con tu pasaporte y te actualizan el movimiento migratorio",0,1,1,0
1596,1.38E+18,4/19/2021,19:19:04,juanrbeaumontp,Juan Beaumont P,"@LassoGuillermo presidente spy periodista en Venezuela, me gustaria ver la posibilidad de un vocero para hablar de la migración venezolana en su país. Agradecido",0,0,0,0
1597,1.38E+18,4/19/2021,19:07:39,jaimeccs,Jaime CCS #VotemosParaBotarlos,"¿ Quién promovió la migración masiva de colombianos hasta guerrilleros a Venezuela para usarlos como paramilitares?  R= Hugo Chávez  ¿ Quién generó escasez de agua, medicamentos, alimentos y hasta gasolina para medir y controlar al pueblo?  R= Hugo Chávez",-0.5,1,87,263
1598,1.38E+18,4/19/2021,18:05:49,lianvdf,Lian De Gouveia,1- Miseria. 2- Hambre. 3- Crisis Sanitaria. 4- Migración forzada. 5- Persecución política.  5 características. 1 modelo: comunismo. 2 ejemplos: Cuba y Venezuela.,-0.5,0,1,4
1599,1.38E+18,4/19/2021,17:52:40,emiliolugodp,Emilio Lugo,@lrangel25 Ya no tienen pais que gobernar sólo gobiernan escombros y cenizas la poca democracia que quedaba se terminó y es mejor que te fijes como la migración venezolana ha ayudado a subir el PIB de otros países por ejemplo Peru y ecuador,-0.25,0,0,1
1600,1.38E+18,4/19/2021,16:28:51,nic0ntent0,Nicolás,"Los peruanos están viviendo de primera mano los efectos de la migración forzada, culpa de las políticas de la narc* dict*dura Venezolana, y aún así piensan votar por un tipo que quiere aplicar AL CALCO esas políticas en su país   ¿Son pendejos o que?",0,1,2,6
1601,1.38E+18,4/19/2021,16:25:08,luiscfotografia,Fotograforeinventado,"@federicorios Ahi las razones de la migración venezolana. Silicon Valley, huevos baratos y panaderias pagando $ 2,000,000",0.25,0,0,1
1602,1.38E+18,4/19/2021,16:14:29,luiscfotografia,Fotograforeinventado,"Ya entiendo por que tanto venezolano en Colombia. Docena de huevos a $ 1,800 y el salario minino escandalosamente alto. Esperemos hasta migración de Estados Unidos",0,0,0,0
1603,1.38E+18,4/19/2021,15:33:21,pinllocoto,Marco Fernández,@Gladiador2111 No puedes justificar unos por otros. Pandillas y desadaptados los hay en todos lados. Por regla general pregunta en España la opinión de los ecuatorianos y en general es muy positiva. La migración venezolana es controlada a propósito pa,0.25,0,0,0
1604,1.38E+18,4/19/2021,15:21:18,_reddenoticias,Red de Noticias,"🇻🇪#Nacional | Niños se quedan sin padres y abuelas vuelven a ser madres  producto de la imparable migración venezolana, dice Sebastiana Barráez. #19abril",0,0,0,0
1605,1.38E+18,4/19/2021,14:29:08,castellano_jl,Jose Luis,"@PanchoArias2012 PANCHO QUE TAL LA INFLACION DE VENEZUELA, EL PIB, LA MIGRACION VENEZOLANA, LOS SERVICIOS BASICOS como los vez hoy en dia??",-0.25,0,0,0
1606,1.38E+18,4/19/2021,14:19:20,p_adro,Adro P J,"@OjedaJro @merv59 Hombre, ya empezó a lanzar su vergonzosa""argumentación"" de mierda, y si hablamos de migración, creo que un venezolano no está en condiciones de levantar cabeza por ello. Y hemos visto también la salvajadas que ha hecho la GNV contra",-0.5,0,0,0
1607,1.38E+18,4/19/2021,14:02:08,vento_g,Oscar Vento G.,@CorvoMecanique Migración venezolana a Perú empezó el 2014.,0,3,0,0
1608,1.38E+18,4/19/2021,13:52:07,r3m_xx,3🆁🄼,"@EnterateCali Soy venezolano y reconozco que el último oleaje de Migración ha llegado mucha escoria, gente de mal vivir. Pero no todos somos así. Y no debe excusar su mala gestión culpando a un leve porcentaje de personas. Aquí hay guerra de narcos, ",-0.25,1,0,0
1609,1.38E+18,4/19/2021,12:30:11,chicalaura_ven,laura garcía,"Si el gobierno nos dijera la verdad, ejemplo: Nuestra economía necesita como 50 años mas para que se pueda estabilizar, pero no la dice porque una noticia como esta podría incitar a la migración y es peligrosa porque puede generar mas depresión en el venezolano...",-0.5,0,0,0
1610,1.38E+18,4/19/2021,12:29:47,laurascantor,Sofía,"2. La primera noche visitando la Torre del Reloj; las mujeres acomodadas en un círculo, básicamente como un mercado de mujeres, sin protección, sin tapabocas, muchaaas mujeres, muchas.  Suma entre migración venezolana y crisis por pandemia: Explotación sexual y miseria.",0,1,0,0
1611,1.38E+18,4/19/2021,12:20:54,isabelviales,Isabel Vial,"#Migracion ¿Cómo obtener la nacionalidad chilena, siendo hijo de padre chileno, fallecido en Venezuela? ¿Cuáles documentos son  necesarios para iniciar el proceso estando en Chile?",0,0,1,0
1612,1.38E+18,4/19/2021,11:55:41,beeckxs,B,Me llamaron para hacerme una encuesta sobre la migración venezolana y sus repercusiones en la sociedad (?,0,0,0,0
1613,1.38E+18,4/19/2021,11:29:49,calincajamarca,🇵🇪𝗖𝗮𝗹í𝗻 𝗚𝗼𝗻𝘇𝗮𝗹𝗲𝘀🏳️‍🌈,"En Venezuela el botin es el petróleo y todo esta encaminado para ello, generaron una dictadura y una migración masiva para tener la excusa perfecta, en el fondo potencias peleándose el acceso al petróleo, no hay más!",-0.25,2,1,9
1614,1.38E+18,4/19/2021,11:20:12,solanm815,Maurovix 🇨🇴..Unidos por Colombia✊🇨🇴,"@andres83861926 @SoyAliciaFranco @juliab128 Aqui no se trata de partidos, pero sabes ojala ganara la izquierda en colombia y verias que el primer año seria genial mientras se acaban los recursos porque depues si muchos colombianos han salido van a ver un",0,2,0,0
1615,1.38E+18,4/19/2021,11:17:07,jhormancruz1,Jhorman Cruz,"🚶‍♀ Niños se quedan sin padres y abuelas vuelven a ser madres  producto de la imparable migración venezolana, dice Sebastiana Barráez.",-0.5,1,1,0
1616,1.38E+18,4/19/2021,9:56:16,alvaro_robledo,Alvaro Robledo,"#estardesconectadoes en este tiempo de reformas,desconocer que parte del hueco fiscal se debe a la migración venezolana y hay tener en cuenta que la ayuda internacional puede servir para tapar ese hueco",-0.25,0,0,0
1617,1.38E+18,4/19/2021,9:53:46,noticiasbta,NoticiasBta,"El director de migración colombiana, indicó que, de acuerdo con la caracterización realizada, en el municipio de Arauquita permanecen un poco más de 4 mil personas de nacionalidad venezolana, cerca de 1.300 colombianas y un poco más de 400, que ostentan doble nacionalidad",0,1,0,0
1618,1.38E+18,4/19/2021,9:42:07,guidoagr,Guido A. Gnzlz Rdrgz,@JRobertoDuque ... y además la migración masiva era de colombianos a Venezuela escapando de la violencia y la pobreza.,0,0,0,0
1619,1.38E+18,4/19/2021,9:14:22,claritohablando,Hablando Clarito 🇪🇨,"@CNNEE Pobre país Venezuela,  Es increíble cómo lo siguen destruyendo. Algo deben hacer es indignante todo lo que se ve .. de verdad ya no tienen vergüenza.  Lo peor es que el resto de la región también paga esos problemas con la migración desmedid",-1,0,0,2
1620,1.38E+18,4/19/2021,9:04:52,kaosjimenez,señorX,@obregi @carlswalls @miraryopinar @Esteban33494012 @ELTIEMPO Que man tan ignorante luego es q en Venezuela no expropiaron todos esos noticieros es que Venezuela no tiene ni ONU   Vea lo q generó el socialismo en Latinoamérica miseria para los latinos y ,-0.75,1,0,0
1621,1.38E+18,4/19/2021,9:02:14,ernesto11089715,ERNESTO,"@dorissoliz Una derecha que repetía a diario que si votaban por la izquierda, nos convertiriamos en Venezuela, jajajaja.... todavía no toma el poder y ya empieza la migración.... Que pena mi País......como dice la publicación del banquero...... LO PE",-0.5,0,0,0
1622,1.38E+18,4/19/2021,8:41:14,devastadoriv,angelo gallard,"@jguaido El día que lleguen las elecciones libres en Venezuela, no quedara gente para votar, por la alta migración de venezolanos, pero si ese es su lema o norte, seguirá perdiendo el tiempo.",-0.25,0,0,0
1623,1.38E+18,4/19/2021,7:01:52,marielitux,Mariel Adarmes,"Tengo la leve sospecha que me estoy animando otra vez con el #Softwarelibre, es que esto de la migración venezolana te desconecta, ya estoy conectado con @flisol_bogota. Tarea pedirle los correos a mi coordinador de los estudiantes de ingeniería para que asistamos virtual",-0.25,0,0,0
1624,1.38E+18,4/19/2021,6:45:31,esperanzaricol,Esperanza Rico Laverde,"Los  Migrantes desplazados en Arauca quieren regresar a Venezuela, según Migración Colombia.",0.25,0,0,1
1625,1.38E+18,4/19/2021,3:00:49,pajarocantor007,💢Bolizuela🇧🇴,Canciller de BOLIVIA en una entrevista hace un par de semanas señaló que la culpa de la #migración venezolana era de   Estados Unidos? ¿Quiénes tripulan la mirada estratégica de Bolivia hoy? VERGÜENZA DE CANCILLER,0,9,31,136
1626,1.38E+18,4/18/2021,22:50:11,chiolandivar,Chiolandivar,"@CNNEE Por daño moral? Daño psicológico es el que han causado al pueblo de Venezuela al despojarlos de sus sueños, trabajo, educación, salud y una vida digna dentro de su propio terruño y forzarlos a una migración llena de peligros y sufrimiento de",-0.75,1,0,0
1627,1.38E+18,4/18/2021,21:46:35,elizabethdv63,Elizabeth Dávila,"Maduro habla de celebrar el 19 de Abril, y uno se pregunta qué carrizo ha significado para el pueblo venezolano estos 22 años de revolución chavista: sin servicios públicos, sin moneda, una hiperinflación indetenible, migración forzada y, encima, sin vacunas",-0.75,0,0,0
1628,1.38E+18,4/18/2021,21:11:11,luisalfre0203,Luis Alfredo,"@BelaundeRafael Justamente la migracion venezolana que se dió y se sigue dando es un ejemplo claro como el agua. Es un ejemplo vivo. Sólo hay que verlo. Un gobierno de Castillo, -si no se convierte en dictadura- va a afectarnos y atrasar todo lo consegu",-0.25,3,0,1
1629,1.38E+18,4/18/2021,20:47:56,jdalvlym,Harley The Hog,@Viri_Rios @el_pais Oiga doitora...  cuántos pobres se han creado en los últimos dos años ?   Cuántos pobres ha creado Venezuela y Cuba y Bolivia y Argentina?   Cuánta migración social ha habido en esos países para fortalecer la clase media ?  ok g,-0.5,0,1,2
1630,1.38E+18,4/18/2021,20:06:49,salcedop,😠,"@AyudaSaime Buenas Noches, una pregunta, alguien puede salir de Venezuela por migración Maiquetía 2 días antes del vencimiento de su pasaporte Venezolano, y que tenga pasaporte Europeo?  La lógica y en otras partes del mundo sí; pero aquí no se que ",0,0,0,0
1631,1.38E+18,4/18/2021,18:50:59,iskaryaguirre,Iskary Aguirre,"@kasm340am La migración es ese drama q a algunos venezolanos les ha enseñado de la manera más dura un par de lecciones: - Que Venezuela no es el país ""de mierda"" que algunos de ellos creian - Que otros países no son ""la maravilla"" que algunos de ello",-0.5,0,0,0
1632,1.38E+18,4/18/2021,18:32:09,gacr17801,Gacr1780,@ArielAnaliza @LeonVaLenciaA @parescolombia @CathyJuvinao @Soy_Zamudio_ @CanalCapital @elespectador Ariel una pregunta tu hace años atrás trabajaste para telesur o yo estoy equivocado? D ser si la respuesta obvio si tienes el agrado de responder q opini,0,0,0,2
1633,1.38E+18,4/18/2021,18:07:11,fsalasparra,RESISTENCIA✊,@lamprea_adair @Margaritarosadf @cielo_rusinque @LeilaChujfi @GustavoBolivar @gener_usuga @SaidVergelA @CesarPachonAgro @juancadelgado @Marianiniecheve @LuisGPerezCasas Corrijo comentario 🤪 Pero si los colombianos vienen migrando mucho antes que los ve,0,0,1,1
1634,1.38E+18,4/18/2021,17:50:55,jorg3mr,JorgeM,"@2021Libre Que bueno que digas eso, entonces estarán expulando a las ONG  extranjeras que promueven la migración Venezolana y aquellos que tienen de mantenidos a personajes que no saben de que viven.",-0.25,0,0,0
1635,1.38E+18,4/18/2021,17:30:14,anthonylaser8,✿.｡.:* ☆:**:.. ANTHONY LÁSER**:.☆*.:｡.✿,@mcgg1979 Si no sabía acabo de hablar con mi amigo sobre su viaje se fue ayer me dijo Q tomo vuelo CRCS Cancún de allí a Monterrey está allí ya al llegar vieron Q era Venezolano migración le cayó les dio $100 ahora espera que lo pasen mañana a EEU,0.25,0,0,2
1636,1.38E+18,4/18/2021,16:52:58,freedom712,libertad velazquez,"@mtruzmanp Si nos hacen recordar cuando Venezuela se puso súper peligrosa con una migración masiva de colombianos q invadieron el Edo. Zulia x Maicao y por los Andes, el Centro y Norte de Venezuela. Unos eran delincuentes, y otros buena gente, como suel",-0.25,0,8,11
1637,1.38E+18,4/18/2021,16:42:47,vzla_derecha,jose,@Mamba_4F Si esta mejor que Perú por que hay migración de venezuela a Perú y no al revés ?,-0.5,0,0,1
